"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-05-09",2024-04-09,"2024-05-09",28
"2","ild","2024-05-09",2024-04-09,"2024-05-09",27
"3","ssh","2024-05-09",2024-04-09,"2024-05-09",27
"4","sst","2024-05-09",2024-04-09,"2024-05-09",28
"5","su","2024-05-09",2024-04-09,"2024-05-09",27
"6","sv","2024-05-09",2024-04-09,"2024-05-09",27
"7","sustr","2024-05-09",2024-04-09,"2024-05-09",27
"8","svstr","2024-05-09",2024-04-09,"2024-05-09",27
"9","sst_sd","2024-05-09",2024-04-09,"2024-05-09",28
"10","ssh_sd","2024-05-09",2024-04-09,"2024-05-09",27
"11","curl","2024-05-09",2024-04-09,"2024-05-09",27
