"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-07-25",2025-06-25,"2025-07-25",28
"2","ild","2025-07-25",2025-06-25,"2025-07-25",28
"3","ssh","2025-07-25",2025-06-25,"2025-07-25",28
"4","sst","2025-07-25",2025-06-25,"2025-07-25",28
"5","su","2025-07-25",2025-06-25,"2025-07-25",28
"6","sv","2025-07-25",2025-06-25,"2025-07-25",28
"7","sustr","2025-07-25",2025-06-25,"2025-07-25",28
"8","svstr","2025-07-25",2025-06-25,"2025-07-25",28
"9","sst_sd","2025-07-25",2025-06-25,"2025-07-25",28
"10","ssh_sd","2025-07-25",2025-06-25,"2025-07-25",28
"11","curl","2025-07-25",2025-06-25,"2025-07-25",28
