"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-08-14",2025-07-15,"2025-08-14",21
"2","ild","2025-08-14",2025-07-15,"2025-08-14",21
"3","ssh","2025-08-14",2025-07-15,"2025-08-14",21
"4","sst","2025-08-14",2025-07-15,"2025-08-14",21
"5","su","2025-08-14",2025-07-15,"2025-08-14",21
"6","sv","2025-08-14",2025-07-15,"2025-08-14",21
"7","sustr","2025-08-14",2025-07-15,"2025-08-14",21
"8","svstr","2025-08-14",2025-07-15,"2025-08-14",21
"9","sst_sd","2025-08-14",2025-07-15,"2025-08-14",21
"10","ssh_sd","2025-08-14",2025-07-15,"2025-08-14",21
"11","curl","2025-08-14",2025-07-15,"2025-08-14",21
