"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-08-25",2025-07-26,"2025-08-25",9
"2","ild","2025-08-25",2025-07-26,"2025-08-25",9
"3","ssh","2025-08-25",2025-07-26,"2025-08-25",9
"4","sst","2025-08-25",2025-07-26,"2025-08-25",9
"5","su","2025-08-25",2025-07-26,"2025-08-25",9
"6","sv","2025-08-25",2025-07-26,"2025-08-25",9
"7","sustr","2025-08-25",2025-07-26,"2025-08-25",9
"8","svstr","2025-08-25",2025-07-26,"2025-08-25",9
"9","sst_sd","2025-08-25",2025-07-26,"2025-08-25",9
"10","ssh_sd","2025-08-25",2025-07-26,"2025-08-25",9
"11","curl","2025-08-25",2025-07-26,"2025-08-25",9
