"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-13",2024-03-14,"2024-04-13",16
"2","ild","2024-04-13",2024-03-14,"2024-04-13",16
"3","ssh","2024-04-13",2024-03-14,"2024-04-13",16
"4","sst","2024-04-13",2024-03-14,"2024-04-13",16
"5","su","2024-04-13",2024-03-14,"2024-04-13",16
"6","sv","2024-04-13",2024-03-14,"2024-04-13",16
"7","sustr","2024-04-13",2024-03-14,"2024-04-13",16
"8","svstr","2024-04-13",2024-03-14,"2024-04-13",16
"9","sst_sd","2024-04-13",2024-03-14,"2024-04-13",16
"10","ssh_sd","2024-04-13",2024-03-14,"2024-04-13",16
"11","curl","2024-04-13",2024-03-14,"2024-04-13",16
