"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-21",2024-03-22,"2024-04-21",8
"2","ild","2024-04-21",2024-03-22,"2024-04-21",8
"3","ssh","2024-04-21",2024-03-22,"2024-04-21",8
"4","sst","2024-04-21",2024-03-22,"2024-04-21",8
"5","su","2024-04-21",2024-03-22,"2024-04-21",8
"6","sv","2024-04-21",2024-03-22,"2024-04-21",8
"7","sustr","2024-04-21",2024-03-22,"2024-04-21",8
"8","svstr","2024-04-21",2024-03-22,"2024-04-21",8
"9","sst_sd","2024-04-21",2024-03-22,"2024-04-21",8
"10","ssh_sd","2024-04-21",2024-03-22,"2024-04-21",8
"11","curl","2024-04-21",2024-03-22,"2024-04-21",8
