"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-22",2024-03-23,"2024-04-22",7
"2","ild","2024-04-22",2024-03-23,"2024-04-22",7
"3","ssh","2024-04-22",2024-03-23,"2024-04-22",7
"4","sst","2024-04-22",2024-03-23,"2024-04-22",7
"5","su","2024-04-22",2024-03-23,"2024-04-22",7
"6","sv","2024-04-22",2024-03-23,"2024-04-22",7
"7","sustr","2024-04-22",2024-03-23,"2024-04-22",7
"8","svstr","2024-04-22",2024-03-23,"2024-04-22",7
"9","sst_sd","2024-04-22",2024-03-23,"2024-04-22",7
"10","ssh_sd","2024-04-22",2024-03-23,"2024-04-22",7
"11","curl","2024-04-22",2024-03-23,"2024-04-22",7
