"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-14",2024-03-15,"2024-04-14",15
"2","ild","2024-04-14",2024-03-15,"2024-04-14",15
"3","ssh","2024-04-14",2024-03-15,"2024-04-14",15
"4","sst","2024-04-14",2024-03-15,"2024-04-14",15
"5","su","2024-04-14",2024-03-15,"2024-04-14",15
"6","sv","2024-04-14",2024-03-15,"2024-04-14",15
"7","sustr","2024-04-14",2024-03-15,"2024-04-14",15
"8","svstr","2024-04-14",2024-03-15,"2024-04-14",15
"9","sst_sd","2024-04-14",2024-03-15,"2024-04-14",15
"10","ssh_sd","2024-04-14",2024-03-15,"2024-04-14",15
"11","curl","2024-04-14",2024-03-15,"2024-04-14",15
