"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-11",2024-03-12,"2024-04-11",18
"2","ild","2024-04-11",2024-03-12,"2024-04-11",18
"3","ssh","2024-04-11",2024-03-12,"2024-04-11",18
"4","sst","2024-04-11",2024-03-12,"2024-04-11",18
"5","su","2024-04-11",2024-03-12,"2024-04-11",18
"6","sv","2024-04-11",2024-03-12,"2024-04-11",18
"7","sustr","2024-04-11",2024-03-12,"2024-04-11",18
"8","svstr","2024-04-11",2024-03-12,"2024-04-11",18
"9","sst_sd","2024-04-11",2024-03-12,"2024-04-11",18
"10","ssh_sd","2024-04-11",2024-03-12,"2024-04-11",18
"11","curl","2024-04-11",2024-03-12,"2024-04-11",18
