"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-23",2024-03-24,"2024-04-23",6
"2","ild","2024-04-23",2024-03-24,"2024-04-23",6
"3","ssh","2024-04-23",2024-03-24,"2024-04-23",6
"4","sst","2024-04-23",2024-03-24,"2024-04-23",6
"5","su","2024-04-23",2024-03-24,"2024-04-23",6
"6","sv","2024-04-23",2024-03-24,"2024-04-23",6
"7","sustr","2024-04-23",2024-03-24,"2024-04-23",6
"8","svstr","2024-04-23",2024-03-24,"2024-04-23",6
"9","sst_sd","2024-04-23",2024-03-24,"2024-04-23",6
"10","ssh_sd","2024-04-23",2024-03-24,"2024-04-23",6
"11","curl","2024-04-23",2024-03-24,"2024-04-23",6
