"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-26",2024-03-27,"2024-04-26",3
"2","ild","2024-04-26",2024-03-27,"2024-04-26",3
"3","ssh","2024-04-26",2024-03-27,"2024-04-26",3
"4","sst","2024-04-26",2024-03-27,"2024-04-26",3
"5","su","2024-04-26",2024-03-27,"2024-04-26",3
"6","sv","2024-04-26",2024-03-27,"2024-04-26",3
"7","sustr","2024-04-26",2024-03-27,"2024-04-26",3
"8","svstr","2024-04-26",2024-03-27,"2024-04-26",3
"9","sst_sd","2024-04-26",2024-03-27,"2024-04-26",3
"10","ssh_sd","2024-04-26",2024-03-27,"2024-04-26",3
"11","curl","2024-04-26",2024-03-27,"2024-04-26",3
