"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-04-08",2024-03-09,"2024-04-08",21
"2","ild","2024-04-08",2024-03-09,"2024-04-08",21
"3","ssh","2024-04-08",2024-03-09,"2024-04-08",21
"4","sst","2024-04-08",2024-03-09,"2024-04-08",21
"5","su","2024-04-08",2024-03-09,"2024-04-08",21
"6","sv","2024-04-08",2024-03-09,"2024-04-08",21
"7","sustr","2024-04-08",2024-03-09,"2024-04-08",21
"8","svstr","2024-04-08",2024-03-09,"2024-04-08",21
"9","sst_sd","2024-04-08",2024-03-09,"2024-04-08",21
"10","ssh_sd","2024-04-08",2024-03-09,"2024-04-08",21
"11","curl","2024-04-08",2024-03-09,"2024-04-08",21
