"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-06-20",2025-05-21,"2025-06-20",23
"2","ild","2025-06-20",2025-05-21,"2025-06-20",23
"3","ssh","2025-06-20",2025-05-21,"2025-06-20",23
"4","sst","2025-06-20",2025-05-21,"2025-06-20",23
"5","su","2025-06-20",2025-05-21,"2025-06-20",23
"6","sv","2025-06-20",2025-05-21,"2025-06-20",23
"7","sustr","2025-06-20",2025-05-21,"2025-06-20",23
"8","svstr","2025-06-20",2025-05-21,"2025-06-20",23
"9","sst_sd","2025-06-20",2025-05-21,"2025-06-20",23
"10","ssh_sd","2025-06-20",2025-05-21,"2025-06-20",23
"11","curl","2025-06-20",2025-05-21,"2025-06-20",23
