"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-06-04",2024-05-05,"2024-06-04",28
"2","ild","2024-06-04",2024-05-05,"2024-06-04",28
"3","ssh","2024-06-04",2024-05-05,"2024-06-04",28
"4","sst","2024-06-04",2024-05-05,"2024-06-04",28
"5","su","2024-06-04",2024-05-05,"2024-06-04",28
"6","sv","2024-06-04",2024-05-05,"2024-06-04",28
"7","sustr","2024-06-04",2024-05-05,"2024-06-04",28
"8","svstr","2024-06-04",2024-05-05,"2024-06-04",28
"9","sst_sd","2024-06-04",2024-05-05,"2024-06-04",28
"10","ssh_sd","2024-06-04",2024-05-05,"2024-06-04",28
"11","curl","2024-06-04",2024-05-05,"2024-06-04",28
